timestamp_ms,open_time,open,high,low,close,volume
1735689600000,2025-01-01 00:00:00,93530.0,94457.9,93451.0,93802.0,7739.072
1735704000000,2025-01-01 04:00:00,93802.0,93909.3,93472.9,93642.7,4120.241
1735718400000,2025-01-01 08:00:00,93642.7,93737.7,92840.0,93393.3,9560.895
1735732800000,2025-01-01 12:00:00,93393.3,94481.4,93351.2,94411.6,11108.105
1735747200000,2025-01-01 16:00:00,94411.6,94786.8,93687.7,94583.4,7059.929
1735761600000,2025-01-01 20:00:00,94583.4,95158.4,94500.0,94564.6,7242.128
1735776000000,2025-01-02 00:00:00,94564.6,95515.7,94339.9,94985.8,10814.035
1735790400000,2025-01-02 04:00:00,94985.8,95987.5,94957.8,95799.9,9517.606
1735804800000,2025-01-02 08:00:00,95799.9,96869.8,95591.5,96717.7,13235.558
1735819200000,2025-01-02 12:00:00,96717.7,97400.0,95889.7,96427.0,29673.084
1735833600000,2025-01-02 16:00:00,96427.0,97764.0,96003.0,97294.1,22684.186
1735848000000,2025-01-02 20:00:00,97294.1,97844.8,96618.3,96960.5,10102.465
1735862400000,2025-01-03 00:00:00,96960.5,97329.6,96605.3,97024.2,5882.404
1735876800000,2025-01-03 04:00:00,97024.2,97042.8,96253.5,96283.3,6233.078
1735891200000,2025-01-03 08:00:00,96283.3,96810.7,96062.1,96715.4,7732.189
1735905600000,2025-01-03 12:00:00,96715.4,97631.5,96432.0,97491.8,15973.863
1735920000000,2025-01-03 16:00:00,97491.8,98950.0,97360.2,98555.2,17414.522
1735934400000,2025-01-03 20:00:00,98555.2,98709.0,98016.9,98140.0,7112.804
1735948800000,2025-01-04 00:00:00,98140.0,98275.2,97750.0,98144.1,4643.313
1735963200000,2025-01-04 04:00:00,98144.1,98298.6,97832.8,98235.0,3531.224
1735977600000,2025-01-04 08:00:00,98235.0,98268.2,97502.1,97848.4,5116.297
1735992000000,2025-01-04 12:00:00,97848.4,98122.7,97442.8,97617.4,6565.157
1736006400000,2025-01-04 16:00:00,97617.4,98380.7,97527.7,98129.3,5430.726
1736020800000,2025-01-04 20:00:00,98129.3,98759.6,98105.0,98177.2,5744.56
1736035200000,2025-01-05 00:00:00,98177.2,98370.0,98011.0,98161.7,2505.421
1736049600000,2025-01-05 04:00:00,98161.7,98516.0,98161.7,98227.4,3117.754
1736064000000,2025-01-05 08:00:00,98227.4,98227.4,97543.0,97607.6,8103.949
1736078400000,2025-01-05 12:00:00,97607.6,98245.7,97216.0,97990.1,12074.288
1736092800000,2025-01-05 16:00:00,97990.1,98308.6,97536.7,98049.2,5809.446
1736107200000,2025-01-05 20:00:00,98049.2,98828.5,97977.5,98340.5,7834.273
1736121600000,2025-01-06 00:00:00,98340.5,99282.2,97861.0,99001.7,14342.997
1736136000000,2025-01-06 04:00:00,99001.7,99877.7,99001.7,99275.0,13058.874
1736150400000,2025-01-06 08:00:00,99275.0,99608.1,98679.2,99238.8,10391.066
1736164800000,2025-01-06 12:00:00,99238.8,102471.7,98612.2,102117.4,42895.359
1736179200000,2025-01-06 16:00:00,102117.4,102459.4,101210.0,101761.6,18637.002
1736193600000,2025-01-06 20:00:00,101761.6,102291.7,101515.0,102185.9,7910.39
1736208000000,2025-01-07 00:00:00,102185.9,102702.1,101454.1,101650.9,9125.455
1736222400000,2025-01-07 04:00:00,101650.9,101975.0,101524.7,101646.2,4239.168
1736236800000,2025-01-07 08:00:00,101646.2,101966.0,100441.0,100796.4,12295.196
1736251200000,2025-01-07 12:00:00,100796.4,100955.5,97088.0,97905.1,60664.958
1736265600000,2025-01-07 16:00:00,97905.1,98329.8,96159.2,96415.7,36836.402
1736280000000,2025-01-07 20:00:00,96415.7,97188.8,96113.4,96908.1,17499.647
1736294400000,2025-01-08 00:00:00,96908.1,97224.3,96165.4,96487.5,12636.984
1736308800000,2025-01-08 04:00:00,96487.5,96623.5,95202.3,95608.9,21506.64
1736323200000,2025-01-08 08:00:00,95608.9,96095.9,94458.0,95101.8,21833.333
1736337600000,2025-01-08 12:00:00,95101.8,96037.9,94571.0,95455.3,34768.112
1736352000000,2025-01-08 16:00:00,95455.3,95457.8,92378.5,94211.6,51570.313
1736366400000,2025-01-08 20:00:00,94211.6,95254.5,93530.5,95022.2,14019.714
1736380800000,2025-01-09 00:00:00,95022.2,95356.6,93374.9,93966.1,21824.602
1736395200000,2025-01-09 04:00:00,93966.1,94588.6,93089.4,93175.6,11589.063
1736409600000,2025-01-09 08:00:00,93175.6,93827.2,92705.0,93410.1,16000.889
1736424000000,2025-01-09 12:00:00,93410.1,94555.0,91738.0,94210.8,36150.323
1736438400000,2025-01-09 16:00:00,94210.8,94666.0,91850.0,91859.5,26211.052
1736452800000,2025-01-09 20:00:00,91859.5,92699.2,91151.0,92507.7,24933.837
1736467200000,2025-01-10 00:00:00,92507.7,93687.8,92406.6,93655.9,9983.104
1736481600000,2025-01-10 04:00:00,93655.9,94948.4,93457.9,94457.1,13967.468
1736496000000,2025-01-10 08:00:00,94457.1,95233.0,94342.1,95019.8,12071.135
1736510400000,2025-01-10 12:00:00,95019.8,95079.9,92161.2,93695.9,64100.975
1736524800000,2025-01-10 16:00:00,93695.9,95873.6,93153.9,95275.4,31498.571
1736539200000,2025-01-10 20:00:00,95275.4,95416.6,94534.1,94684.2,8428.512
1736553600000,2025-01-11 00:00:00,94684.2,94709.7,94054.9,94163.1,6036.428
1736568000000,2025-01-11 04:00:00,94163.1,94409.5,93800.0,94204.3,5164.582
1736582400000,2025-01-11 08:00:00,94204.3,94750.0,93981.0,94574.6,5229.41
1736596800000,2025-01-11 12:00:00,94574.6,94611.2,94258.7,94371.5,4478.753
1736611200000,2025-01-11 16:00:00,94371.5,94696.5,93888.3,94201.1,5907.904
1736625600000,2025-01-11 20:00:00,94201.1,94991.9,94142.1,94569.4,5995.607
1736640000000,2025-01-12 00:00:00,94569.4,94663.9,94255.0,94587.3,2832.691
1736654400000,2025-01-12 04:00:00,94587.3,94610.2,94210.3,94295.1,2013.028
1736668800000,2025-01-12 08:00:00,94295.1,94358.6,93660.0,94211.2,6940.813
1736683200000,2025-01-12 12:00:00,94211.2,95439.9,94120.6,95043.8,11824.25
1736697600000,2025-01-12 16:00:00,95043.8,95283.7,94540.2,94632.4,6052.348
