timestamp_ms,open_time,open,high,low,close,volume
1735689600000,2025-01-01 00:00:00,3335.61,3363.91,3333.93,3362.11,24948.6
1735693200000,2025-01-01 01:00:00,3362.11,3364.81,3340.29,3344.82,17883.64
1735696800000,2025-01-01 02:00:00,3344.82,3366.96,3343.94,3361.0,11139.66
1735700400000,2025-01-01 03:00:00,3361.0,3362.43,3349.0,3353.01,7815.12
1735704000000,2025-01-01 04:00:00,3353.01,3354.98,3337.67,3339.41,12788.53
1735707600000,2025-01-01 05:00:00,3339.41,3350.23,3338.41,3343.9,9598.17
1735711200000,2025-01-01 06:00:00,3343.9,3347.64,3334.78,3345.3,11651.43
1735714800000,2025-01-01 07:00:00,3345.3,3347.96,3338.01,3345.67,6834.94
1735718400000,2025-01-01 08:00:00,3345.67,3347.93,3329.54,3334.7,19063.52
1735722000000,2025-01-01 09:00:00,3334.7,3338.82,3312.28,3333.02,40536.29
1735725600000,2025-01-01 10:00:00,3333.02,3337.73,3324.01,3325.46,12998.77
1735729200000,2025-01-01 11:00:00,3325.46,3347.3,3322.0,3339.64,18049.1
1735732800000,2025-01-01 12:00:00,3339.64,3351.23,3336.85,3345.76,17758.01
1735736400000,2025-01-01 13:00:00,3345.76,3352.87,3330.29,3342.37,27461.34
1735740000000,2025-01-01 14:00:00,3342.37,3359.39,3326.53,3344.4,27886.13
1735743600000,2025-01-01 15:00:00,3344.4,3353.54,3331.33,3351.57,20811.1
1735747200000,2025-01-01 16:00:00,3351.57,3356.0,3330.35,3337.08,16063.2
1735750800000,2025-01-01 17:00:00,3337.08,3343.91,3320.78,3342.46,22004.13
1735754400000,2025-01-01 18:00:00,3342.46,3351.0,3332.0,3347.35,19593.86
1735758000000,2025-01-01 19:00:00,3347.35,3364.06,3335.17,3355.75,28228.5
1735761600000,2025-01-01 20:00:00,3355.75,3361.32,3350.05,3359.0,15959.52
1735765200000,2025-01-01 21:00:00,3359.0,3370.44,3351.9,3367.27,21795.61
1735768800000,2025-01-01 22:00:00,3367.27,3373.96,3357.18,3360.56,21697.02
1735772400000,2025-01-01 23:00:00,3360.56,3367.02,3351.02,3359.25,17083.43
1735776000000,2025-01-02 00:00:00,3359.25,3399.99,3353.01,3389.4,58417.53
1735779600000,2025-01-02 01:00:00,3389.4,3404.84,3377.0,3383.0,35289.4
1735783200000,2025-01-02 02:00:00,3383.0,3397.99,3376.54,3397.99,13472.58
1735786800000,2025-01-02 03:00:00,3397.99,3401.74,3386.16,3387.77,9669.28
1735790400000,2025-01-02 04:00:00,3387.77,3426.67,3387.11,3417.34,40333.04
1735794000000,2025-01-02 05:00:00,3417.34,3418.64,3400.85,3411.4,35484.18
1735797600000,2025-01-02 06:00:00,3411.4,3414.92,3400.56,3409.25,12286.85
1735801200000,2025-01-02 07:00:00,3409.25,3421.84,3407.53,3419.16,18648.93
1735804800000,2025-01-02 08:00:00,3419.16,3442.7,3413.47,3437.79,42033.18
1735808400000,2025-01-02 09:00:00,3437.79,3471.66,3433.63,3467.96,45923.3
1735812000000,2025-01-02 10:00:00,3467.96,3476.75,3457.28,3468.24,29301.82
1735815600000,2025-01-02 11:00:00,3468.24,3475.0,3456.0,3470.65,21030.25
1735819200000,2025-01-02 12:00:00,3470.65,3481.85,3465.01,3480.09,22432.46
1735822800000,2025-01-02 13:00:00,3480.09,3484.44,3459.19,3465.51,33367.12
1735826400000,2025-01-02 14:00:00,3465.51,3511.02,3438.8,3494.51,119744.65
1735830000000,2025-01-02 15:00:00,3494.51,3495.8,3455.01,3462.53,54779.36
1735833600000,2025-01-02 16:00:00,3462.53,3488.99,3447.18,3468.67,40523.98
1735837200000,2025-01-02 17:00:00,3468.67,3478.19,3428.2,3449.38,50518.24
1735840800000,2025-01-02 18:00:00,3449.38,3464.81,3438.99,3464.12,28720.94
1735844400000,2025-01-02 19:00:00,3464.12,3473.91,3457.46,3462.2,20362.11
1735848000000,2025-01-02 20:00:00,3462.2,3474.76,3450.71,3452.19,20898.81
1735851600000,2025-01-02 21:00:00,3452.19,3455.21,3441.44,3453.45,24607.48
